name,rating,rating_amt,address,menu,open_hr,delivery_hr,price_scale,seat_amt,review,check_in,bookmarked,car_park,Wi-Fi,pet_allows,card_accept,delivery,for_kids,for_group
Not Too Sweet Bakery Cafe (น๊อททูสวีทเบเกอรี่คาเฟ่),4.5,12,"1, ซอยที่มี ร้านซักอบแห้ง otteri หนองป่าครั่ง เมืองเชียงใหม่ เชียงใหม่ เชียงใหม่ (กันสาดสีขาวดำ)","['บลูเบอรี่ชีสทาร์ต', 'Madeleine', 'เลม่อนเมอแรงค์ทาร์ต', 'Tangerry\nน้ำส้มสดผสมมิกเบอรี่', 'อเมริกาโน่เลมอนโซดา', 'mango sticky rice cream cheese mousse\nด้านบนเป็นมะม่วงน้ำดอกไม้ ต่อมาด้วยเป็นชั้นมูสมะม่วงผสมครีมชีส มีข้าวเหนียวมูน เนื้อเค้ก รสชาติรวมๆหอมๆอมเปรี้ยว', 'Lemon White Chocolate Mousse\nด้านบนเป็นแอปเปิ้ลเชื่อม ต่อมาเป็นชั้นมูสเลมอนผสมไวท์ช็อกแลต ต่อด้วยชั้นอัลมอนด์ครีม แบ้วก็แป้งทาร์ตค่ะ หอมสดชื่นมากๆ', 'Banoffee Drink\nเครื่องดื่มขนมที่ดัดแปลงจากขนมบานอฟฟี่']",09:00 - 17:30,09:00 - 17:30,1,10,"['attentive', 'delicious', 'soft', 'excellent service', 'enjoyable', 'fresh', 'fragrant', 'nice-looking', 'beautiful', 'good service', 'value for money', 'clean']",0,0,True,False,False,False,True,True,
Flour Flour Loaf,4.0,39,"200, 13 B Avenue, ตำบล สุเทพ อำเภอเมืองเชียงใหม่ เชียงใหม่ (ปากทางเข้าดีคอนโดหลังมช.)","['Latte Hot', 'Vanilla Donut', 'ฮันนี่เลมอนอเมริกาโน่', 'โทส', 'Ham cheese toast', 'Tiramisu Latte', 'Vanilla Donut', 'Cocoa Cold', 'Cinnamon Sugar Donut', 'Mocha Hot', 'Mocha Cold']",09:00 - 09:30,09:00 - 09:30,2,40,"['attentive', 'delicious', 'soft', 'reasonable price', 'enjoyable', 'fresh', 'warm', 'fragrant', 'good service', 'beautiful', 'value for money', 'lovely', 'tough']",0,0,True,True,False,False,True,True,True
BREW FACT (บรูว์ แฟ็คท์),3.8,27,"1-2, ถนนศิริมังคลาจารย์ สุเทพ เมืองเชียงใหม่ เชียงใหม่ เชียงใหม่ (ตรงข้ามร้านก๋วยเตี๋ยว อัครฯเนื้อตุ๋น)",,07:00 - 18:00,07:00 - 17:30,1,40,"['attentive', 'delicious', 'reasonable price', 'enjoyable', 'ugly', 'not fragrant', 'fresh', 'fragrant', 'value for money', 'beautiful', 'good service', 'lovely']",0,0,True,True,False,False,True,True,True
Chalatte Cafe,3.8,56,107/18 ถนนสุเทพ ซอย 7 เชียงใหม่ (ซอยตรงข้างประตูวิศวะ ม.ช. เข้าซอยมา 20 เมตร),"['ไสนมสด', 'เครปเค้ก', 'ชาลาเต้', 'Brownie', 'บานอฟฟี่', 'ไสนม', 'Brownie หวานน้อย', 'ปังปิ้งเนยสดวิปพูน', 'น้ำแข็งใส', 'นมไส', 'ชีสเค้ก\nขนาดครึ่งปอนด์', 'เค้กมะพร้าวกะทิข้น\nขนาด 1 ปอนด์', 'เค้กมะพร้าว\nขนาด 1 ปอนด์']",11:00 - 20:00,,1,40,"['attentive', 'delicious', 'soft', 'good atmosphere', 'excellent service', 'enjoyable', 'not tasty', 'affordable', 'fresh', 'warm', 'fragrant', 'value for money', 'beautiful', 'good service', 'lovely']",18,146,True,True,,False,,True,True
Ray Coffee Bar & Hostel (Ray Coffee Bar & Hostel),4.1,11,5/4 ถนน นิมมานเหมินท์ ซอย 5 เชียงใหม่,"['ขนมปังมันม่วงชีส', 'ชีสหน้าไหม้\nBasque Burnt Cheesecake', 'คาเนเล่', 'Bear Fudge Brownie\nFudge Brownie ใช้ส่วนผสมของดาร์คช็อคโกแล็ตแท้จากเบลเยี่ยม ให้รสชาติที่เข้มข้น', 'Carrot Bread\nCarrot Bread', 'Beer', 'Ume Soda\nเครื่องดื่มให้ความสดชื่น ชุ่มคอแก้กระหาย ใช้ไซรัปบ๊วยที่ทางร้านหมักเอง ให้รสชาติเปรี้ยวอมหวาน', 'Drinking Water', 'Peach Cake\nเค้กพีชด้านในสอดไส้ด้วยแยมพีช รสชาติหวานอมเปรี้ยว เนื้อเค้กเป็นเนื้อเค้กรสวนิลา', 'Coffee Cake\nเค้กรสกาแฟเนื้อครีมเป็นบัตเตอร์ครีมรสกาแฟผสมกับครีมชีส ด้านบนโรยทับด้วยอัลมอนด์ Pralinette']",08:30 - 18:00,08:00 - 17:00,1,40,"['delicious', 'soft', 'enjoyable', 'fresh', 'tasty', 'fragrant', 'value for money', 'beautiful']",0,0,True,True,False,False,True,True,True
Soul Cafe',4.1,30,Wifi : SOULCAFE Password : 09092020 เชียงใหม่,,08:00 - 18:00,,1,40,"['attentive', 'delicious', 'soft', 'good atmosphere', 'enjoyable', 'fresh', 'warm', 'fragrant', 'good service', 'value for money', 'affordable', 'beautiful', 'lovely']",0,0,True,True,,False,True,,
GrainCafe.cnx (GrainCafe.cnx),3.9,29,ร้าน graincafe.cnx (ในโครงการสปีดยิม) ตรงข้าม อบต.สุเทพ 168 หมู่ 5 ถนนชลประทาน ต.สุเทพ อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50200 เชียงใหม่,,08:00 - 17:30,08:00 - 17:00,1,40,"['attentive', 'delicious', 'soft', 'reasonable price', 'good atmosphere', 'enjoyable', 'ugly', 'fresh', 'fragrant', 'value for money', 'beautiful', 'good service', 'lovely']",0,0,True,True,,False,True,True,True
มาดามไซร่า โฮมเมดเบเกอรี่ (Madam Saira homemade bakery),4.0,1,"5 ถนน เวียงพิงค์, ช้างคลาน, เมืองเชียงใหม่, เชียงใหม่ 50100 เชียงใหม่","['โชคุปัง นูเทลล่า แมคคาเดเมีย 250 กรัม S\nขนมปัง ราดด้วย Nutella หนักๆ อัดแน่นด้วยถั่ว macadamia อิ่มฟินไปนานนน', 'เมล็ดกาแฟคั่วกลางค่อนเข้ม 250 กรัม', 'เอสเปรสโซ่', 'พายบลูเบอร์รี่', 'เกรปฟรุทโซดา']",09:00 - 17:00,10:00 - 16:00,1,,[],0,0,,,,False,True,,
grocery.,4.2,4,"208, น้ำแพร่ หางดง เชียงใหม่ เชียงใหม่","['Basque cheesecake', 'Dirty Coffee', 'Citrus latte', 'ชีสเค้กทุเรียน', 'เครปเค้กซอสทุเรียน', 'เค้กทุเรียนครีมสด', 'Home made Japanese donut\nโดนัท นุ่ม หอม เสิร์ฟมาพร้อมกับครีมสด']",08:00 - 17:00,08:00 - 17:00,1,,"['attentive', 'delicious', 'warm', 'beautiful', 'lovely']",0,0,True,,,False,True,,
Fahtara Coffee (ฟ้าธารา),4.3,13,"57,57/1 เวียงแก้ว อำเภอเมืองเชียงใหม่ เชียงใหม่ (อยู่แถวๆ อาชีวะ เชียงใหม่ ติดกับ Fah Lanna Spa)","['Pasta With Pesto Sauce (พาสต้าซอสเพสโต้)', 'Chicken Caesar Salad (ซีซาร์สลัด)\nซีซ่าร์สลัด ผักคอส เนื้ออกไก่ เบคอนกรอบ ขนมปังกรอบ และพาเมซานชีส', 'Pad Thai (ผัดไทย)\nPad Thai With Meat.', 'Fahtara Tropical (ฟ้าธารา ทรอปิคอล)\nเครื่องดื่มแนะนำของฟ้าธารา มะนาว ผสมสมุนไพรไทย และใบสะระแหน่ อย่างลงตัว', 'Spinach and Cheese Stuffed Roti (โรตีผักโขมอบชีส)']",08:30 - 19:30,08:30 - 19:30,2,80,"['attentive', 'delicious', 'good atmosphere', 'excellent service', 'enjoyable', 'fragrant', 'value for money', 'good service', 'lovely']",0,0,True,True,False,True,True,True,True
Savor.Society (เซเวอโซไซตี้),4.0,13,"90/1, ถนนศรีดอนไชย, ช้างคลาน, เชียงใหม่, จ.เชียงใหม่, 50100, ประเทศไทย เชียงใหม่","['ลาเต้ เมล็ดกาแฟบราซิล', 'ชีสเค้ก', 'อเมริกาโน', 'บราวน์นี่', 'Cold Brew Peach', 'Distance coffee', 'ลาเต้', 'คุ้กกี้', 'คุ้กกี้แมคคาเดเมีย']",07:00 - 18:00,,2,80,"['attentive', 'delicious', 'soft', 'enjoyable', 'ugly', 'fresh', 'fragrant', 'beautiful', 'value for money', 'good service', 'lovely']",6,34,True,True,,False,,,
After You Dessert Café (อาฟเตอร์ยู),4.2,51,"ชั้น1 (ลานกิจกรรม) K105 99,99/1,99/2 ม.4 ถ. ซุปเปอร์ไฮเวย์ เชียงใหม่ (เซ็นทรัลเฟสติวัล เชียงใหม่ ชั้น 1(ลานกิจกรรม))","['Chocolate toast with strawberry\nช็อคโกแลตสตรอเบอรี่ โทสต์', 'Hojicha Kakigori\nคากิโกริ รสโฮจิฉะ', 'Cheddar Cheese Toast\nเชดดาร์ชีส โทสต์', 'Baby Choc Toast Strawberry\nเบบี้ช็อคโกแลตโทสท์สตรอเบอร์รี่', 'Two-Tone Kakigori\nคากิโกริ รสฮอร์ลิคส์และไมโล', 'Chocolate lava\nช็อคโกแลต ลาวา', 'French Butter Croissants.\nครัวซองต์เนยสดฝรั่งเศส', 'Chocolate Chip Cookie (Christmas Box)', '- น้ำขิง (Fresh Ginger & Brown Sugar)', '-น้ำกระชาย (Fingerroot & Honey lime)', 'Croffle Clotted Cream&Jam']",11:00 - 21:00,11:00 - 21:30,2,40,"['attentive', 'good quality', 'delicious', 'soft', 'worth it', 'enjoyable', 'excellent service', 'fresh', 'tasty', 'fragrant', 'value for money', 'good service', 'beautiful', 'adorable']",0,0,True,,False,True,True,,
Barneo Dessert Bar (ชีสเค้กเชียงใหม่ สูตรลับฉบับพี่หมี by Barneo Dessert Bar),4.1,103,3/1 ซอย สิงหราช 4 ตำบล ศรีภูมิ อำเภอเมืองเชียงใหม่ เชียงใหม่ (ตรงข้ามสยามทีวีเก่า ถนนสิงหราช ซอย 4 จะเห็นป้ายน้องหมีอยู่ริมถนน ตรงเข้ามาประมาณ 50 เมตรแล้วจะพบป้ายน้องหมี),"['2Original Cheese Cake', '2Snow Cheese Cake', 'Mix 1 Original + Snow Cheese Cake', 'Cheesy Roll', 'ชากุหลาบ', 'ชานมฮอกไกโด (ไม่ใส่มุก)', 'นมฮอกไกโด', 'Mix Berry tea มุกดำ', 'Mix 2 Original + Snow Cheese Cake', 'มูส ช็อคโกแลต พรีเมี่ยม ( 1 ชิ้น )', 'Duo', 'สโนว์ชีสเค้ก1ปอนด์', 'ออริจินัลชีสเค้ก H.B.D 1ปอนด์', 'Buyny(มิกซ์เบอร์รี่)']",09:30 - 18:00,09:30 - 18:00,2,80,"['attentive', 'good quality', 'delicious', 'soft', 'reasonable price', 'enjoyable', 'ugly', 'fresh', 'warm', 'fragrant', 'nice-looking', 'beautiful', 'value for money', 'good service', 'lovely', 'clean']",0,0,True,True,,,True,,
Copper Canyon Cafe & Restaurant,4.4,4,"202 moo.3 Namprae, ตำบล น้ำแพร่ อำเภอหางดง เชียงใหม่ 50230 ประเทศไทย เชียงใหม่","['Capuchin o', 'King Copper', 'Set B', 'ส้มตำถาด', 'Chocolate', 'แมงโก้สตอเบอรี่ปั่น', 'บูลเบอรี่โซดา', 'Orangegano', 'Choco Canyon', 'King of Copper']",10:00 - 19:00,,3,80,"['authentic', 'value for money', 'lovely', 'delicious']",2,27,True,True,False,True,True,True,True
BiSCOTTI (บิสคอตติ),4.1,37,266 ม. 1 ตำบล ริมใต้ อำเภอ แม่ริม เชียงใหม่ (จากเส้นแม่โจ้มาแม่ริม เลยการประปาฯ แม่ริม ประมาณ 200 เมตร),"['latte', 'ทีรามิสุ', 'กาแฟสดอาราบิก้า', 'Quiche Lorraine', 'Crème Brulee', 'อเมริกาโน่เลมอล', 'ลาเต้เย็น', 'นมสดช็อคโกแลต', 'Lemon Cake', 'Scones and jam', 'ทีรามิสุ', 'ลาเต้ร้อน', 'ลาเต้เย็น', 'แครอทเค้ก', 'โคโคนัทเค้ก']",09:00 - 17:00,,2,40,"['attentive', 'good quality', 'delicious', 'soft', 'good atmosphere', 'worth it', 'ugly', 'fresh', 'tasty', 'fragrant', 'value for money', 'beautiful', 'good service', 'lovely', 'tough']",35,206,True,True,False,False,,True,True
Bowls&Breads (โบลว์แอนด์เบรด),4.0,10,15/22 ถนนบำรุงบุรี ต.พระสิงห์ อ.เมืองเชียงใหม่ จ.เชียงใหม่ เชียงใหม่ (เลยสวนบวกหาดมา 10 เมตร อยู่ติดถนน ประตูไม้สีน้ำตาล ติดเสาเหล็กแดง),"['Spinach chicken onion\nเมนูอิ่มท้อง กับ อกไก่ Sous-Vide เนื้อนุ่ม , ผักสปิแนชลวก, หัวหอมย่างเตา, เชดด้าชีส, มอสซาเรลลาชีสและ ซอสมายองเนสหัวหอมและกระเทียมอบ', 'Ham Spinach Cheese\nแซนวิชขายดีประจำร้าน มีส่วนประกอบของ : แฮมรมควัน, ผักสปิแนชลวก, เชดด้าชีส, มอสซาเรลลาชีส', 'Premium Thai Tea\nชาไทยอัสสัม เมนูเครื่องดื่มขายดี ที่ใช้น้ำชาผ่านวิธี Overnight-brew แทนการชงชาผ่านเครื่องทำกาแฟ ให้กลิ่นหอมและเข้มมากกว่า ในแบบฉบับของร้าน . ( ไม่มีครีมเทียม และ วิปปิ้งครีม )', 'Ham Spinach Cheese\nแซนวิชขายดีประจำร้าน มีส่วนประกอบของ : แฮมรมควัน, ผักสปิแนชลวก, เชดด้าชีส, มอสซาเรลลาชีส', 'Double Cheese Margherita\nแซนวิชที่ไม่มีเนื้อสัตว์ ส่วนประกอบ : มะเขือเทศสดสไลด์บาง, ใบโหระพา, มอสซาเรลลาชีส, ซอสมะเขือเทศเคี่ยวกับหัวหอม', 'Wheat bread tomato spinach & boiled egg\nแซนวิชแป้งโฮลวีท ที่มีไข่ต้ม สปิแนช มะเขือเทศ อบกับมอซซาเรลลาชีส และ เชดด้าชีส เหมาะเป็นแซนวิชมื้อหลักของวัน', 'BLT Grilled Cheese\nBLT คือ B=เบคอน L=เลททิว(ผักสลัดใบเขียว) T=มะเขือเทศ เมนูเบสิคของใครหลายๆ คน พร้อม เชดด้าชีส, มอสซาเรลลาชีส, ครีมสลัดปาดด้านใน', 'All day breakfast\nเมนูพิเศษประจำร้าน กับแซนวิชที่มี แฮม เบคอน ไข่ และ เปปเปอร์โรนิ มาพร้อมซอสปาปริก้ามายองเนส ทานเข้ากันได้อย่างลงตัว']",08:30 - 15:30,09:30 - 15:00,2,10,"['attentive', 'delicious', 'soft', 'fresh', 'fragrant', 'beautiful']",0,0,True,True,False,False,True,True,
POND Bakery & Tearoom (POND Bakery & Tearoom),4.3,14,"56/24, ซอยหมู่บ้านคุ้มครพิงค์ 1 ถนนสนามบินเก่า สุเทพ เมืองเชียงใหม่ เชียงใหม่ เชียงใหม่",,09:30 - 18:00,09:30 - 18:00,2,10,"['attentive', 'adorable', 'delicious', 'good atmosphere', 'enjoyable', 'excellent service', 'fresh', 'warm', 'fragrant', 'good service', 'beautiful', 'value for money', 'lovely']",0,0,True,True,,False,True,,
ไออุ่น Cake & Café (ไออุ่นกรุ่นกาแฟ),4.3,4,หมู่ 7 หนองแก๋ว เชียงใหม่ (เข้าซอย 10 บ้านสันทราย หนองแก๋ว หรือตามแผนที่),"['เอสเพรสโซ่เย็น', 'อเมริกาโน่น้ำผึ้ง', 'ส้มตำปูปลาร้า', 'สเต็กสันคอหมู', 'ข้าวซอยลูกชิ้นโบ้']",09:00 - 17:00,,2,80,"['good atmosphere', 'worth it', 'fragrant', 'delicious']",3,10,True,True,,False,,True,True
The Baristro At Somphet Market (เดอะบาริสโตรแอดตลาดสมเพ็รช),3.9,13,"98/1, ชัย ศรีภูมิ เมืองเชียงใหม่ เชียงใหม่ เชียงใหม่","['Latte', '*New*Double', 'Espresso on the rock', 'Splnach ham Quiche', 'ครัวซองค์', 'Double Latte', 'Americano (hot)', 'Cappuccino (hot)', 'Latte (hot)', 'Mocha (hot)', 'Caramel macchiato (hot)']",08:00 - 18:00,08:00 - 17:30,2,40,"['attentive', 'delicious', 'fragrant', 'value for money', 'lovely']",0,0,True,True,,False,True,,
Merrybonbon (เมอร์รี่บงบง),4.2,27,ซ.สุขเกษม18 ถ.สุขเกษม ป่าตัน เมืองเชียงใหม่ เชียงใหม่ (เลี้ยวเข้าซอยข้าง รพ.ลานนา ตรงไปจนถึงซอยสุขเกษม 18 เลี้ยวขวาเข้าซอยจะพบร้านอยู่ซ้ายมือ),"['บิงชูมะม่วง', 'บิงซูสตรอเบอรี่', 'Berry Yogurt Bingsu', 'บิงซูทีระมิสุ', 'Strawberry chocolate cream bingsu', 'บานอฟฟี่บิงซู', 'สตอเบอรี่บิงซู', 'ทิรามิสุบิงซู']",11:00 - 18:30,,2,40,"['attentive', 'delicious', 'soft', 'good atmosphere', 'enjoyable', 'ugly', 'fresh', 'tasty', 'fragrant', 'value for money', 'good service', 'beautiful', 'tough']",18,187,True,True,False,False,,True,True
Under Over Cafe (อันเดอร์ โอเวอร์ คาเฟ่),4.0,18,"23, ม.5 สันผีเสื้อ เมืองเชียงใหม่ เชียงใหม่ เชียงใหม่ (เข้าซอยร้านเขาช่องปาร์คตรงมาเจอสามแยกแล้วเลี้ยวซ้ายอีก50เมตรร้านอยูาซ้ายมือ)","['Lemon curd red velvet tart\nเลมอน ครีมเคิร์ดเย็นๆ หวาน อมเปรี้ยว ตัวทาร์ทกรุบกรอบ สดชื่นมากกกก ;) อันนี้ถ้าชอบเปรี้ยวตื่นคือ ต้องจัดแล้ววว หน้าร้านขายดีเว่อร์', 'โกโก้เย็น\nโกโกเข้มๆ หวานน้อยกำลังดี', 'Strawberry Cheesecake', 'แครอท ครีมชีส ( Carrot creamcheese )\nเค้กแครอท ที่ไม่แครอท ต้องลองแล้วหล่ะ', 'Hojicha\nชาคั่วญี่ปุ่น', 'Scone', 'Lemon curd red velvet tart\nเลมอน ครีมเคิร์ดเย็นๆ หวาน อมเปรี้ยว ตัวทาร์ทกรุบกรอบ สดชื่นมากกกก ;) อันนี้ถ้าชอบเปรี้ยวตื่นคือ ต้องจัดแล้ววว หน้าร้านขายดีเว่อร์', 'โกโก้เย็น\nโกโกเข้มๆ หวานน้อยกำลังดี']",10:00 - 16:30,10:00 - 16:30,2,40,"['attentive', 'delicious', 'soft', 'tasty', 'warm', 'fragrant', 'beautiful', 'good service', 'lovely']",0,0,True,True,False,False,True,,
Teddu Coffee,3.9,56,85/5 หมู่ 3 ต.ห้วยแก้ว อ.แม่ออน เชียงใหม่ (บ้านแม่กำปอง),"['latte', 'มอคค่าร้อน', 'ยังไม่โดน', 'วอฟเฟิลผลไม้', 'Honey Lemon', 'special Beigium Cocoa', 'บานอฟฟี', 'ชีสเค้ก ฮันนี่เลม่อน', 'matcha latte', 'Almond Croissant']",08:30 - 17:00,,1,40,"['attentive', 'delicious', 'soft', 'good atmosphere', 'worth it', 'ugly', 'authentic', 'fresh', 'fragrant', 'beautiful', 'good service', 'value for money', 'lovely']",30,271,True,True,False,False,,True,True
Zombie Cafe' Maerim Chiangmai (ซอมบี้ คาเฟ่),3.6,93,403/3 หมู่1 เชียงใหม่ (ร้านอยู่ใกล้สวนบัวแม่สาออร์คิดส์ ก่อนถึงโฮ่งบีท แม่ริม),"['เฟรนช์ฟรายส์', 'โทสต์มะม่วง', 'มัทฉะโฟล์ต', 'ยำซอมบี้', 'ยำZombie', 'ส้มตำปูปลาร้า', 'ลาเต้เย็น', 'คาปูชิโน่เย็น', 'ลาเต้ปั่น', 'น้ำผลไม้ปั่น']",09:00 - 18:00,,2,150,"['attentive', 'delicious', 'good atmosphere', 'soft', 'worth it', 'excellent service', 'ugly', 'fresh', 'fragrant', 'good service', 'value for money', 'lovely']",29,313,True,True,False,False,,True,True
Into the Woods Cafe (อินทูเดอะวูดส์คาเฟ่),4.0,147,191-193 ถนนพระปกเกล้า เชียงใหม่ (จากแยกสามกษัตริย์ไปทางประตูช้างเผือก อยู่ซ้ายมือก่อนถึงประตูช้างเผือก ตรงข่้ามสนามหญ้าเทียม),"['ข้าวหมูอบ', 'Milky Earl Grey', 'คาราเมลคัสตาร์ด', 'ข้าวไข่ข้นเบคอน', 'คัสตาด', 'นักเก็ต', 'สุกี้น้ำหมู', 'สุกี้น้ำหมุ', 'ชีสเค้กทรามิสุ', 'ชีสเค้กทีรามิสุ', 'Milky Earl Grey', 'Honey Ceylon', 'สปาเก๊ตตีพริกแห้งแฮมเบคอน', 'ข้าวเบค่อนคั่วพริกเกลือ', 'ข้าวกะเพราไก่สับ']",09:00 - 18:00,09:00 - 17:30,1,40,"['attentive', 'delicious', 'soft', 'good atmosphere', 'worth it', 'excellent service', 'ugly', 'enjoyable', 'fresh', 'tasty', 'warm', 'fragrant', 'good service', 'value for money', 'beautiful', 'lovely']",0,0,True,True,False,False,True,True,True
The Old Chiang Mai Café & Espresso Bar (ดิโอลด์เชียงใหม่ค่าเฟ่แอนด์เอสเพรสโซบาร์),3.8,47,"197 Village No.5, สุเทพ เชียงใหม่ (ร้านอยู่ในโครงการบ้านข้างวัด ติดกับมาหาสมุด)","['กาแฟทุกเมนู', 'Espresso', 'Hot cappucino', 'ชาเขียวเย็น', 'lemon meringue', 'Affogato', 'บานอฟฟี่', 'Picolo Cafe Latte', 'อเมริกาโน่ ออเร้นท์', 'Lime Tart']",10:00 - 18:00,,1,40,"['attentive', 'delicious', 'good atmosphere', 'not tasty', 'affordable', 'fresh', 'tasty', 'fragrant', 'good service', 'value for money', 'beautiful', 'lovely']",32,416,True,True,False,True,,True,True
บ้านเลขที่สามสาม-No.33 (บ้านเลขที่สามสาม),3.8,37,"33 ถ.ราชพฤกษ์ ช้างเผือก เมืองเชียงใหม่ เชียงใหม่ (ร้านอยู่""ตรงข้าม""เฮือนม่วนใจ๋ หาง่ายมากๆ)","['Es-Yen(เอสเย็น)\nกาแฟไทยเข้มหวานมัน', 'Peach Americano', 'Coconut Latte', 'Caramel Latte', 'Mint Latte']",09:00 - 17:00,09:00 - 16:30,1,40,"['attentive', 'delicious', 'good atmosphere', 'soft', 'reasonable price', 'fresh', 'warm', 'fragrant', 'beautiful', 'good service', 'value for money', 'lovely', 'clean']",0,0,True,True,False,False,True,True,True
Joint.s cafe (จอยท์),4.0,7,133/13 หมู่ 2 ช้างเผือก เมืองเชียงใหม่ เชียงใหม่,"['น้ำผึ้งมะนาว', 'ชาไทย', 'คานาเล่', 'แดงโซดา', 'เขียวโซดา']",09:00 - 17:00,,1,40,"['attentive', 'delicious', 'soft', 'enjoyable', 'fresh', 'beautiful', 'good service', 'lovely', 'clean']",4,26,True,True,True,False,True,True,True
บ้านเบเกอรี่ โฮมเมด (Baan Homemade Bakery),3.8,31,20 ซอย ราชเชียงแสน 1 ก ตำบล หายยา อำเภอเมืองเชียงใหม่ เชียงใหม่ (เข้าราชเชียงแสนซอย1 ตรงไป 50 ม.ร้านอยู่ขวามือ เป็นบ้านไม้),"['ครัวซองต์', 'ครัวซองค์ช็อคโกแลต', 'อัลมอนด์เดนิส', 'House Coffee', 'ขนมปังไส้แกงกะหรี่']",08:00 - 16:00,,1,40,"['attentive', 'good quality', 'delicious', 'soft', 'good atmosphere', 'worth it', 'enjoyable', 'fresh', 'tasty', 'warm', 'fragrant', 'beautiful', 'value for money', 'not reasonable price', 'lovely', 'clean']",18,306,True,False,False,False,,True,
FLAT cafe (แฟลท คาเฟ่),4.1,15,18 ถนนศรีวิชัย ซอย 4 เชียงใหม่,"['Mocha', 'Espresso', 'Tiramisu', 'Cloud behind - line man', 'Cloud behind - line man', 'Americano', 'Flat _001', 'Tiramisu', '3 ขวด กทม']",08:00 - 17:30,08:00 - 17:00,1,40,"['attentive', 'delicious', 'soft', 'fresh', 'fragrant', 'value for money', 'beautiful', 'good service', 'lovely']",0,0,True,True,True,False,True,True,True
thursdae,4.2,14,"7/24, Soi Chang Khian ช้างเผือก เมืองเชียงใหม่ เชียงใหม่ เชียงใหม่ (ตั้งอยู่ด้านหน้าศุภฤกษ์แมนชั่น3)","['อเมริกาโน่\nกาแฟคั่วกลาง ใช้เมล็ด ไทย-อินโดนีเซีย', 'ลาเต้', 'Croissant', 'เบเกอร์รี่', 'คาปูชิโน่', 'honey lemonade', 'ชาเ', 'ลาเต้', 'อเมริกาโน่\nกาแฟคั่วกลาง ใช้เมล็ด ไทย-อินโดนีเซีย', 'มอคค่า', 'คาปูชิโน่', 'อเมริกาโน่น้ำผึ้ง']",07:30 - 17:00,07:00 - 17:00,1,,"['attentive', 'delicious', 'good atmosphere', 'fresh', 'tasty', 'fragrant', 'nice-looking', 'good service', 'value for money', 'beautiful', 'lovely']",0,0,True,False,,False,True,,
PotbellyB Burger,4.0,1,"44/11 ห้อง B10, อัษฏาธร ช้างเผือก เมืองเชียงใหม่ เชียงใหม่ เชียงใหม่","['สปาเก็ตตี้คาโบนาร่า ไข่ออนเซน เบคอนกรุบกรอบ โรยพาเมซานชีส', 'ฟุตลอง ปอเป๊๊ยะกุ้ง น้ำจิ้มบ๊วย ฉบับโฮมเมด', 'เบอร์เกอร์ฮาวาย ไก่ทอดกรอบ+สับปะรด+ชีส+เฟรนช์ฟรายส์\nเบอร์เกอร์ไก่ทอดกรอบทานคู่กับสับปะรดย่างและซอสครีมเห็ด', 'สปาเกตตี้พริกแห้ง เบคอนกรุบกรอบ หอม มัน เผ็ด จัดจ้าน', 'สปาเก็ตตี้ขี้เมาทะเล ซีฟู้ด สด รสชาติเข้มข้น จัดจ้าด รับรู้ได้ในคำเดียว']",10:30 - 20:00,10:30 - 20:00,1,40,['attentive'],0,0,True,True,False,True,True,True,True
Nana Jungle (นานาจังเกิ้ล),4.1,95,231 หมู่ 1 ตำบล ช้างเผือก อำเภอเมืองเชียงใหม่ เชียงใหม่ (เข้ามาทางศูนย์ประชุมนานาชาติจากสี่แยก ตรงเข้าไปลึกๆจะเห็นจุดจอดรถที่หน้าทำการเทศบาล เดินเข้าไปในสวนไผ่ล้อมจะมีที่ขายอยู่),"['ครัวซอง', 'ครัวซองช๊อคโกแลต', 'ไส้กรอกบร๊าทเวอร์สหมูต้มขาว', 'ครัวซองค์แฮมชีส', 'พายอัลมอนต์', 'ครัวซองค์', 'ทาร์ตเลมอน', 'Pizza Pepperoni', 'ครัวซองค์เนยสด', 'ไส้กรอกเยอรมัน']",08:00 - 11:00,,1,ไม่มีที่นั่ง/จัดส่งเท่านั้น,"['attentive', 'adorable', 'delicious', 'soft', 'worth it', 'enjoyable', 'not fragrant', 'fresh', 'not worth', 'warm', 'fragrant', 'value for money', 'beautiful', 'lovely']",28,527,True,False,False,False,,True,True
Jo's,4.0,1,"1, - สุเทพ เมืองเชียงใหม่ เชียงใหม่ เชียงใหม่","['Evian น้ำแร่', 'Macchiato Pie Jar', 'ChaThai Pie Jar', 'Crunchy Chocolate Caramel Pie Jar', 'ชาร้อนกลิ่นบานอฟฟี่ ขนาด 8 ออน']",10:00 - 19:00,,2,ไม่มีที่นั่ง/จัดส่งเท่านั้น,"['attentive', 'beautiful', 'fragrant', 'delicious']",0,0,True,False,False,False,True,,
Beige.,4.0,5,"234, ซอยช้างม่อย 3, ช้างม่อย, อำเภอเมืองเชียงใหม่, จ.เชียงใหม่, 50300, ประเทศไทย เชียงใหม่",['The Beige Day'],08:00 - 18:00,,1,80,"['attentive', 'soft', 'fresh', 'warm', 'fragrant', 'beautiful', 'value for money', 'lovely']",1,9,True,True,,False,,,
