name,rating,rating_amt,address,menu,open_hr,delivery_hr,price_scale,seat_amt,review,check_in,bookmarked,car_park,Wi-Fi,pet_allows,card_accept,delivery,for_kids,for_group
ART FARMER Coffee Roastery & Music (ART FARMER Coffee Roastery & Music),3.7,7,"['Chang_Khlan', 'Mueang_Chiang_Mai']",['croissant'],07:00 - 17:00,07:00 - 17:00,1,40,"[['worth'], ['attentive'], ['worth'], ['good_quality'], ['good_quality'], ['soft'], ['good_service'], ['worth'], ['worth'], ['delicious']]",0,0,True,True,,False,True,,
Elely Cafe' Mae Ping Bistro (แอลลี่ คาเฟ่ แม่ปิง บิสโทร),3.9,12,['Mae_Taeng'],['No bakery related menu'],09:00 - 17:00,,1,,"[['beautiful'], ['attentive'], ['beautiful'], ['beautiful'], ['good_atmosphere'], ['good_service'], ['attentive'], ['good_service'], ['lovely'], ['good_atmosphere'], ['good_service'], ['beautiful'], ['worth'], ['beautiful'], ['attentive'], ['good_atmosphere'], ['worth'], ['lovely'], ['fragrant'], ['worth'], ['lovely'], ['good_atmosphere']]",5,53,True,,,,,,
ON FLEEK Cafe',4.0,2,['San_Pa_Tong'],['No bakery related menu'],07:30 - 17:30,,1,150,"[['good_atmosphere'], ['good_atmosphere', 'attentive'], ['delicious'], ['fresh']]",0,0,True,True,,False,,,
My Forest Cafe (มายฟอร์เรส คาเฟ่),4.0,2,['Hang_Dong'],['No bakery related menu'],09:00 - 17:00,,1,80,[['lovely']],2,2,True,True,,,,,
ยิ้มสู้กับอาจารย์วิริยะ,5.0,3,['Mae_Rim'],['cookie'],08:30 - 17:00,,1,,"[['delicious'], ['fresh'], ['delicious', 'good_service'], ['good_service']]",1,1,True,,,,,,
THE BARISTRO at NCU,3.7,15,['Hang_Dong'],['tart'],07:30 - 18:00,,1,80,"[['delicious'], ['good_atmosphere'], ['attentive'], ['enjoyable'], ['good_atmosphere'], ['worth'], ['lovely'], ['lovely'], ['good_atmosphere'], ['lovely'], ['attentive'], ['delicious'], ['attentive', 'inexpensive'], ['lovely'], ['soft'], ['soft'], ['delicious'], ['attentive'], ['attentive'], ['good_service'], ['delicious'], ['lovely'], ['delicious'], ['attentive'], ['attentive'], ['lovely'], ['lovely'], ['attentive'], ['worth'], ['good_quality'], ['attentive'], ['fresh'], ['unlovely'], ['good_service'], ['beautiful'], ['worth'], ['good_atmosphere'], ['lovely'], ['lovely'], ['good_service'], ['good_service'], ['attentive'], ['lovely'], ['beautiful'], ['attentive'], ['lovely'], ['lovely']]",6,38,True,True,,False,,,
PUNN Smoothies น้ำปั่นและ ขนม by PUN Pâtisseries (ปั่น สมูทตี้),4.0,1,"['Mueang_Chiang_Mai', 'Sri_Phum']",['No bakery related menu'],11:00 - 21:00,11:00 - 21:00,1,10,"[['fresh'], ['beautiful']]",0,0,True,True,False,False,True,True,True
Tree of life cafe ต้นไม้แห่งชีวิต,3.8,9,['Saraphi'],['bread'],09:30 - 17:00,09:30 - 16:30,2,40,"[['good_atmosphere', 'enjoyable'], ['beautiful'], ['good_atmosphere'], ['fresh'], ['beautiful'], ['delicious'], ['fragrant'], ['fresh'], ['good_atmosphere'], ['good_service'], ['delicious'], ['good_atmosphere'], ['delicious'], ['good_atmosphere']]",0,0,True,True,True,False,True,True,True
Eat@Rincome (อีท แอท รินคำ),3.9,18,"['Mueang_Chiang_Mai', 'Suthep', 'Nimmanhaemin']",['danish'],11:30 - 22:00,11:30 - 22:00,3,150,"[['good_atmosphere'], ['fresh'], ['fresh'], ['worth'], ['not_fresh'], ['enjoyable'], ['good_service'], ['attentive'], ['good_quality'], ['good_service'], ['enjoyable'], ['attentive'], ['good_atmosphere'], ['good_service', 'clean'], ['inexpensive'], ['delicious'], ['delicious'], ['good_service'], ['good_quality'], ['good_service'], ['fresh'], ['worth'], ['fragrant'], ['fresh'], ['delicious'], ['adorable', 'delicious'], ['not_tasty'], ['inexpensive'], ['fragrant'], ['attentive'], ['fresh']]",0,0,True,True,False,True,True,True,True
Jardin d'été Gelato and Dessert Cafe (จาร์แดง เดเต้),3.8,39,['Other'],['tart'],09:00 - 17:00,,2,40,"[['delicious'], ['fresh'], ['delicious'], ['delicious'], ['beautiful'], ['delicious'], ['delicious'], ['good_service'], ['beautiful'], ['good_atmosphere'], ['delicious'], ['fresh'], ['good_atmosphere'], ['delicious'], ['soft'], ['fragrant'], ['delicious'], ['delicious'], ['fragrant'], ['fragrant'], ['fragrant'], ['good_atmosphere'], ['warm'], ['attentive'], ['enjoyable', 'beautiful', 'good_service'], ['delicious', 'attentive'], ['delicious'], ['fresh'], ['beautiful'], ['lovely'], ['warm'], ['delicious'], ['delicious'], ['fragrant'], ['lovely'], ['lovely'], ['lovely'], ['good_atmosphere'], ['beautiful'], ['inexpensive'], ['good_atmosphere', 'beautiful'], ['good_quality'], ['lovely'], ['good_atmosphere', 'attentive', 'lovely'], ['attentive'], ['delicious'], ['delicious'], ['delicious', 'soft'], ['lovely'], ['delicious'], ['fragrant'], ['beautiful'], ['attentive'], ['attentive'], ['good_atmosphere', 'lovely'], ['attentive'], ['good_atmosphere', 'lovely'], ['delicious'], ['beautiful'], ['lovely'], ['good_atmosphere'], ['lovely'], ['delicious'], ['good_atmosphere'], ['lovely'], ['delicious'], ['delicious'], ['good_atmosphere'], ['beautiful'], ['good_atmosphere'], ['beautiful'], ['beautiful'], ['delicious'], ['lovely'], ['good_manner', 'good_service'], ['worth'], ['affordable'], ['good_atmosphere'], ['worth', 'good_service'], ['good_atmosphere', 'lovely'], ['attentive'], ['worth'], ['fragrant'], ['fresh'], ['good_service'], ['soft'], ['fragrant'], ['attentive'], ['delicious'], ['fragrant'], ['lovely'], ['clean'], ['lovely'], ['good_atmosphere'], ['worth'], ['good_atmosphere'], ['worth'], ['lovely'], ['good_manner', 'good_service'], ['lovely'], ['delicious'], ['beautiful'], ['fresh'], ['lovely'], ['enjoyable'], ['lovely'], ['lovely'], ['fragrant'], ['lovely'], ['delicious'], ['soft'], ['fragrant'], ['delicious'], ['lovely'], ['good_atmosphere'], ['good_service'], ['delicious']]",0,0,True,True,False,True,,True,True
Inestinct25 (อีนสติงค์25),4.2,15,['Suthep'],['scone'],07:00 - 16:00,,1,40,"[['good_quality'], ['delicious'], ['delicious'], ['delicious'], ['fragrant'], ['lovely'], ['enjoyable'], ['good_atmosphere'], ['beautiful'], ['delicious'], ['attentive'], ['delicious'], ['delicious'], ['tasty'], ['good_service'], ['good_service'], ['soft'], ['delicious'], ['fragrant'], ['beautiful'], ['attentive'], ['delicious'], ['delicious'], ['delicious'], ['fragrant'], ['soft'], ['attentive', 'worth']]",9,37,True,True,False,False,,True,True
Queensbaker (ควีนส์เบเกอร์),3.9,9,"['San_Kamphaeng', 'Saraphi']",['No bakery related menu'],09:00 - 20:00,,1,40,"[['delicious'], ['delicious'], ['attentive'], ['good_service'], ['enjoyable'], ['delicious'], ['worth'], ['enjoyable'], ['attentive'], ['delicious'], ['delicious'], ['good_service'], ['delicious'], ['soft'], ['delicious'], ['worth']]",8,12,True,True,,False,,True,True
บุษบาตำเลย แม่โจ้ หมู่บ้านนนนิภาเฟส 2 ซอย 15 (บุษบาตำเลย),4.2,18,['San_Sai'],['No bakery related menu'],10:30 - 18:00,11:00 - 20:30,2,ไม่มีที่นั่ง/จัดส่งเท่านั้น,"[['attentive'], ['delicious', 'fragrant'], ['delicious'], ['delicious'], ['fresh'], ['delicious'], ['attentive'], ['delicious'], ['attentive'], ['fresh'], ['good_atmosphere'], ['fresh'], ['delicious', 'soft'], ['enjoyable'], ['tasty'], ['beautiful'], ['delicious'], ['unlovely'], ['fragrant'], ['delicious']]",0,0,True,True,False,False,True,,True
Kramfeine (ครามเฟอีน),4.1,10,['Mae_Taeng'],"['cake', 'bread']",08:00 - 17:00,,1,40,"[['worth'], ['good_atmosphere'], ['good_atmosphere'], ['fragrant'], ['delicious'], ['worth'], ['lovely'], ['fragrant'], ['worth'], ['delicious'], ['delicious'], ['inexpensive'], ['lovely'], ['lovely'], ['good_atmosphere'], ['good_service'], ['good_atmosphere'], ['good_service'], ['delicious'], ['beautiful'], ['delicious'], ['beautiful'], ['beautiful'], ['tasty'], ['worth'], ['worth'], ['beautiful'], ['good_atmosphere'], ['warm']]",4,17,True,True,True,False,True,,
เพนกวินวาฟเฟิล สาขาบ่อสร้าง,4.9,14,"['San_Kamphaeng', 'Ton_Pao']",['No bakery related menu'],09:00 - 17:00,09:00 - 17:00,1,,"[['delicious'], ['delicious'], ['attentive'], ['attentive'], ['fresh', 'worth'], ['fresh'], ['delicious'], ['delicious'], ['delicious'], ['soft'], ['delicious', 'worth'], ['worth'], ['fresh'], ['soft'], ['fragrant']]",0,0,True,,,False,True,,
ไร่สตรอเบอร์รี่ไผ่สีทอง,3.6,5,['Other'],['No bakery related menu'],08:00 - 17:30,,1,40,"[['delicious'], ['good_service'], ['fresh'], ['fresh'], ['worth'], ['attentive'], ['fresh'], ['worth'], ['attentive'], ['fresh'], ['worth'], ['attentive'], ['delicious'], ['delicious'], ['delicious'], ['good_atmosphere'], ['delicious'], ['good_atmosphere'], ['worth']]",3,17,True,False,False,False,,True,True
Nim Cafe (นิ่มคาเฟ่),4.1,66,['San_Kamphaeng'],['brownie'],09:00 - 17:00,09:30 - 16:30,1,40,"[['delicious'], ['delicious'], ['good_atmosphere'], ['delicious'], ['unlovely'], ['attentive', 'fragrant'], ['worth'], ['delicious', 'fragrant'], ['inexpensive'], ['attentive'], ['delicious'], ['delicious'], ['fragrant'], ['lovely'], ['good_service'], ['delicious'], ['good_quality'], ['attentive'], ['delicious', 'fragrant'], ['delicious'], ['good_atmosphere'], ['delicious'], ['fragrant'], ['soft'], ['fresh'], ['fresh', 'worth'], ['good_atmosphere'], ['worth'], ['delicious'], ['tasty', 'good_service'], ['delicious'], ['fragrant'], ['attentive'], ['fresh'], ['delicious', 'soft'], ['fresh'], ['fresh'], ['worth'], ['delicious', 'good_service'], ['worth'], ['worth'], ['fragrant'], ['good_service'], ['delicious'], ['delicious'], ['beautiful'], ['attentive'], ['lovely'], ['delicious'], ['good_service'], ['delicious', 'fresh', 'fragrant'], ['worth'], ['delicious', 'soft', 'fragrant'], ['delicious', 'worth'], ['not_tasty'], ['delicious'], ['delicious'], ['delicious'], ['delicious'], ['delicious'], ['tasty', 'good_service'], ['delicious'], ['delicious'], ['attentive'], ['delicious'], ['delicious'], ['delicious'], ['delicious'], ['beautiful'], ['delicious'], ['delicious'], ['lovely'], ['attentive'], ['good_atmosphere'], ['delicious'], ['delicious'], ['lovely'], ['beautiful'], ['delicious'], ['delicious'], ['delicious'], ['fragrant'], ['delicious'], ['worth'], ['worth']]",0,0,True,True,False,False,True,,True
เตาอุ่น (Bake At Home),4.0,9,['Suthep'],['No bakery related menu'],09:00 - 20:00,06:00 - 23:00,1,10,"[['delicious'], ['clean'], ['delicious'], ['delicious'], ['good_service'], ['delicious'], ['good_service'], ['delicious'], ['beautiful'], ['enjoyable'], ['good_atmosphere'], ['fresh'], ['delicious']]",0,0,False,,,False,True,,
Mihimihi เซ็นทรัลเฟสติวัล เชียงใหม่ ชั้น 4 (หน้า Food Park),4.0,5,"['Fa_Ham', 'Mueang_Chiang_Mai']",['No bakery related menu'],11:00 - 21:30,11:00 - 21:00,2,10,"[['attentive'], ['fresh'], ['soft'], ['delicious']]",0,0,True,True,,False,True,True,True
All About Coffee Pai เชียงใหม่,4.0,44,"['Mueang_Chiang_Mai', 'Suthep']","['scone', 'pie']",08:00 - 17:00,,2,40,"[['worth'], ['good_atmosphere'], ['delicious', 'fragrant'], ['delicious'], ['lovely'], ['delicious'], ['worth'], ['good_atmosphere'], ['good_service'], ['good_atmosphere'], ['delicious'], ['good_service'], ['good_atmosphere'], ['delicious', 'fragrant'], ['worth'], ['dirty'], ['worth'], ['good_atmosphere'], ['soft'], ['fresh'], ['fragrant'], ['delicious'], ['lovely'], ['delicious'], ['attentive'], ['beautiful'], ['attentive'], ['good_atmosphere'], ['beautiful'], ['soft'], ['delicious'], ['delicious'], ['delicious'], ['delicious'], ['good_atmosphere'], ['good_service'], ['attentive'], ['soft'], ['delicious'], ['delicious'], ['good_atmosphere', 'beautiful'], ['fragrant'], ['good_atmosphere'], ['fragrant'], ['delicious'], ['fragrant'], ['delicious'], ['fragrant'], ['attentive'], ['unlovely'], ['delicious', 'attentive'], ['lovely'], ['warm'], ['soft'], ['delicious'], ['lovely'], ['good_atmosphere'], ['not_recommend'], ['lovely'], ['delicious'], ['delicious'], ['worth'], ['good_atmosphere'], ['good_atmosphere'], ['attentive'], ['attentive'], ['good_atmosphere'], ['worth'], ['attentive'], ['worth'], ['delicious'], ['lovely'], ['fragrant'], ['delicious'], ['attentive', 'worth'], ['fragrant'], ['fragrant'], ['fragrant'], ['good_service'], ['good_atmosphere'], ['good_atmosphere'], ['good_atmosphere'], ['good_atmosphere'], ['delicious'], ['lovely'], ['lovely'], ['delicious'], ['delicious'], ['fresh'], ['soft', 'fragrant'], ['delicious'], ['fragrant'], ['fragrant'], ['fresh', 'fragrant'], ['fresh'], ['attentive'], ['fragrant'], ['worth'], ['beautiful'], ['delicious'], ['warm'], ['good_service'], ['good_atmosphere'], ['lovely'], ['fragrant'], ['attentive'], ['attentive'], ['attentive', 'beautiful'], ['attentive'], ['delicious'], ['delicious'], ['delicious'], ['worth'], ['delicious'], ['attentive']]",14,179,True,True,False,False,,True,True
Tomoni Cafe (โทโมนิ),3.4,8,['San_Sai'],['No bakery related menu'],09:00 - 19:00,,1,,"[['fresh'], ['fragrant'], ['beautiful'], ['lovely'], ['beautiful'], ['delicious'], ['good_service'], ['enjoyable'], ['fragrant'], ['soft', 'fragrant'], ['attentive'], ['delicious'], ['good_quality'], ['good_quality'], ['good_service'], ['beautiful'], ['good_atmosphere']]",0,0,True,,,,True,,
Path,4.0,2,['Hang_Dong'],"['roll', 'bun', 'cinnamon_roll', 'bread']",09:00 - 15:00,09:00 - 16:00,22,,[['good_atmosphere']],0,0,,,,,,,
af Pheromones Cafe.cnx,4.0,2,['Saraphi'],['No bakery related menu'],08:00 - 17:00,,1,40,[['good_atmosphere']],0,0,True,True,,,,,
หมาใจดำ (Maa jai Dum),3.6,25,['San_Kamphaeng'],"['cheesecake', 'cake']",09:00 - 18:00,,1,10,"[['good_atmosphere'], ['attentive'], ['good_atmosphere'], ['good_atmosphere'], ['enjoyable'], ['good_atmosphere'], ['good_atmosphere'], ['good_service'], ['good_service'], ['good_atmosphere'], ['worth'], ['lovely'], ['attentive'], ['good_atmosphere'], ['attentive'], ['fresh'], ['delicious'], ['attentive'], ['worth'], ['good_service'], ['fragrant'], ['delicious'], ['attentive'], ['delicious'], ['good_atmosphere'], ['enjoyable'], ['fresh'], ['worth'], ['good_atmosphere'], ['good_atmosphere', 'attentive']]",19,53,True,,False,False,True,True,True
JOKO Boutique Bakery & Store,5.0,2,['Mae_Rim'],['danish'],09:00 - 17:00,,1,,"[['delicious'], ['fragrant'], ['soft']]",0,0,True,,,False,,,
Happy Box Cafe (แฮปปี้บ็อคคาเฟ่),4.3,23,"['Mae_Rim', 'Chotana_Rd']","['cheesecake', 'cake']",07:30 - 18:00,,1,40,"[['delicious'], ['delicious'], ['delicious'], ['delicious'], ['beautiful'], ['beautiful'], ['beautiful'], ['delicious'], ['fresh'], ['worth', 'delicious', 'fragrant'], ['beautiful'], ['warm'], ['delicious'], ['delicious'], ['attentive'], ['delicious'], ['delicious'], ['soft'], ['fragrant'], ['delicious', 'attentive'], ['beautiful'], ['beautiful'], ['delicious'], ['delicious'], ['delicious', 'attentive'], ['delicious', 'soft'], ['fragrant'], ['good_atmosphere', 'warm', 'beautiful'], ['worth'], ['attentive'], ['beautiful'], ['beautiful'], ['beautiful'], ['fresh'], ['delicious'], ['good_service'], ['attentive'], ['delicious']]",0,0,True,True,False,False,True,True,True
Jaiboon (ใจบุญ),4.0,71,['San_Kamphaeng'],"['brownie', 'cheesecake', 'cake']",09:30 - 18:00,,1,40,"[['lovely'], ['good_service'], ['good_atmosphere'], ['worth'], ['good_service'], ['good_atmosphere', 'attentive'], ['delicious'], ['unlovely'], ['beautiful'], ['warm'], ['delicious'], ['attentive'], ['worth'], ['beautiful'], ['delicious'], ['not_tasty'], ['worth'], ['delicious'], ['good_atmosphere', 'lovely'], ['delicious'], ['soft'], ['good_atmosphere'], ['good_atmosphere'], ['fragrant'], ['good_atmosphere'], ['delicious'], ['delicious', 'fragrant'], ['delicious'], ['fragrant'], ['fresh'], ['delicious'], ['soft'], ['good_atmosphere'], ['good_service'], ['delicious'], ['attentive'], ['attentive'], ['fragrant'], ['delicious'], ['good_atmosphere'], ['good_service'], ['good_atmosphere'], ['fresh'], ['worth'], ['delicious'], ['attentive'], ['lovely'], ['good_atmosphere'], ['fragrant'], ['good_atmosphere'], ['worth'], ['beautiful'], ['lovely'], ['good_atmosphere'], ['good_atmosphere'], ['attentive'], ['warm'], ['fragrant'], ['delicious'], ['lovely'], ['delicious'], ['beautiful'], ['delicious']]",29,498,True,True,True,False,,True,True
Khobkhun Cafe,3.5,2,['San_Pa_Tong'],['No bakery related menu'],08:00 - 18:00,08:30 - 17:30,1,40,[['good_atmosphere']],0,0,True,True,False,False,True,True,True
Thongma Studio Mae Rim Chiangmai,4.1,38,['Mae_Rim'],"['cheesecake', 'cake']",10:00 - 17:30,,2,40,"[['attentive'], ['good_atmosphere'], ['lovely'], ['good_atmosphere'], ['attentive'], ['good_atmosphere'], ['good_atmosphere'], ['lovely'], ['fragrant'], ['fragrant'], ['lovely'], ['delicious'], ['fragrant'], ['delicious'], ['attentive'], ['soft'], ['fresh'], ['good_atmosphere'], ['lovely'], ['beautiful'], ['attentive', 'worth'], ['good_atmosphere'], ['attentive'], ['good_atmosphere'], ['attentive'], ['lovely'], ['fresh'], ['delicious'], ['delicious'], ['attentive'], ['lovely'], ['warm'], ['attentive', 'worth'], ['delicious'], ['good_atmosphere'], ['good_atmosphere'], ['lovely'], ['lovely'], ['soft'], ['fragrant'], ['soft'], ['delicious'], ['fragrant'], ['delicious'], ['fragrant'], ['worth'], ['delicious'], ['worth'], ['good_atmosphere'], ['reasonable_price'], ['delicious'], ['lovely'], ['lovely'], ['lovely'], ['attentive'], ['attentive'], ['attentive'], ['delicious'], ['delicious', 'fragrant'], ['attentive'], ['delicious'], ['delicious'], ['attentive'], ['good_atmosphere'], ['delicious'], ['beautiful'], ['delicious'], ['lovely'], ['delicious'], ['lovely'], ['fresh'], ['good_atmosphere'], ['lovely', 'good_service'], ['inexpensive'], ['good_atmosphere'], ['delicious'], ['good_atmosphere', 'delicious'], ['lovely'], ['lovely'], ['good_atmosphere'], ['attentive'], ['attentive'], ['lovely'], ['lovely'], ['lovely'], ['delicious'], ['delicious'], ['worth'], ['beautiful'], ['reasonable_price'], ['worth'], ['delicious'], ['lovely'], ['inexpensive'], ['good_service'], ['good_quality'], ['lovely'], ['attentive'], ['attentive']]",16,420,True,True,False,False,,True,True
กาแฟวาวี (Wawee Coffee),3.8,57,"['Chang_Moi', 'Mueang_Chiang_Mai']",['pie'],07:00 - 19:00,,1,80,"[['good_atmosphere'], ['delicious'], ['fragrant'], ['good_atmosphere'], ['good_atmosphere'], ['beautiful'], ['fresh'], ['beautiful'], ['worth'], ['delicious'], ['good_atmosphere'], ['good_atmosphere'], ['worth'], ['good_atmosphere'], ['worth'], ['fragrant'], ['fragrant'], ['enjoyable'], ['good_atmosphere'], ['good_atmosphere'], ['good_atmosphere'], ['attentive'], ['good_atmosphere'], ['delicious'], ['good_atmosphere'], ['good_atmosphere'], ['fragrant'], ['fragrant'], ['fresh'], ['good_atmosphere', 'attentive'], ['lovely'], ['good_atmosphere'], ['worth', 'lovely'], ['attentive'], ['lovely'], ['good_atmosphere'], ['beautiful'], ['beautiful'], ['worth'], ['beautiful'], ['delicious'], ['good_atmosphere'], ['fragrant'], ['soft'], ['beautiful'], ['tasty'], ['beautiful'], ['enjoyable'], ['good_atmosphere', 'worth'], ['worth'], ['good_atmosphere'], ['good_atmosphere'], ['attentive'], ['beautiful'], ['good_atmosphere'], ['enjoyable'], ['lovely'], ['lovely'], ['good_atmosphere'], ['fragrant'], ['good_atmosphere', 'good_service'], ['inexpensive'], ['attentive'], ['lovely'], ['delicious'], ['lovely'], ['lovely'], ['good_atmosphere'], ['lovely'], ['lovely'], ['good_atmosphere'], ['delicious'], ['good_atmosphere'], ['good_service'], ['good_atmosphere'], ['good_atmosphere'], ['lovely'], ['beautiful'], ['fragrant'], ['good_atmosphere'], ['good_atmosphere'], ['lovely'], ['fresh']]",37,72,True,True,False,False,,,True
ปังมาเกย,4.5,9,['Mueang_Chiang_Mai'],"['pie', 'bread']",08:00 - 19:30,08:30 - 19:30,1,40,"[['unlovely'], ['attentive'], ['soft'], ['attentive'], ['enjoyable'], ['delicious'], ['soft'], ['attentive'], ['inexpensive'], ['delicious', 'soft'], ['attentive'], ['attentive'], ['delicious', 'worth'], ['delicious'], ['enjoyable'], ['good_atmosphere']]",0,0,True,True,False,True,True,,True
บ้านแยมโรล (BAAN YAM ROLL),3.9,80,['Other'],['roll'],09:00 - 18:00,09:00 - 18:00,1,40,"[['beautiful'], ['good_atmosphere', 'beautiful'], ['worth'], ['delicious'], ['attentive'], ['soft'], ['attentive'], ['fragrant'], ['beautiful'], ['good_atmosphere'], ['lovely'], ['beautiful'], ['beautiful'], ['lovely'], ['delicious'], ['delicious'], ['worth'], ['delicious'], ['soft'], ['lovely'], ['delicious', 'fragrant'], ['beautiful'], ['beautiful', 'lovely'], ['fresh'], ['good_service'], ['fresh'], ['delicious'], ['fresh'], ['attentive'], ['delicious'], ['delicious'], ['lovely'], ['delicious'], ['beautiful'], ['delicious'], ['attentive'], ['delicious'], ['beautiful'], ['beautiful'], ['worth'], ['delicious'], ['worth'], ['delicious'], ['fragrant'], ['delicious'], ['beautiful'], ['attentive'], ['beautiful'], ['attentive'], ['fresh', 'good_quality'], ['good_service'], ['good_quality'], ['beautiful'], ['beautiful'], ['fresh', 'lovely'], ['fragrant'], ['fragrant'], ['fragrant'], ['fragrant'], ['delicious'], ['delicious'], ['beautiful'], ['attentive'], ['soft'], ['recommended', 'good_quality'], ['fresh'], ['delicious'], ['beautiful'], ['fragrant'], ['fragrant'], ['attentive'], ['soft'], ['delicious'], ['fresh'], ['not_fragrant'], ['good_service'], ['good_atmosphere'], ['fresh'], ['delicious', 'soft', 'fragrant'], ['delicious'], ['attentive'], ['beautiful'], ['delicious'], ['fresh'], ['good_atmosphere', 'beautiful'], ['delicious'], ['good_atmosphere'], ['beautiful'], ['beautiful'], ['good_atmosphere', 'warm', 'attentive', 'beautiful'], ['delicious', 'worth'], ['attentive'], ['fresh'], ['beautiful'], ['delicious'], ['affordable'], ['good_atmosphere', 'beautiful'], ['beautiful'], ['delicious'], ['attentive'], ['delicious'], ['delicious'], ['fresh'], ['attentive'], ['fresh', 'fragrant'], ['fresh'], ['fragrant'], ['beautiful'], ['warm', 'beautiful'], ['attentive'], ['tough'], ['lovely'], ['inexpensive']]",0,0,True,True,False,False,True,True,True
Auntie Anne's (อานตี้ แอนส์),3.6,30,['Other'],"['pretzel', 'pie', 'croissant']",11:00 - 20:00,11:00 - 19:00,2,10,"[['delicious', 'attentive'], ['delicious'], ['delicious', 'soft', 'attentive'], ['delicious'], ['attentive'], ['good_atmosphere'], ['inexpensive'], ['delicious'], ['good_service'], ['good_manner', 'good_service'], ['good_service'], ['fragrant'], ['unlovely'], ['delicious'], ['delicious'], ['fragrant'], ['fragrant'], ['soft'], ['attentive'], ['delicious'], ['delicious']]",0,0,True,,False,True,True,True,True
REEN Cafe,3.6,4,['Mueang_Chiang_Mai'],['bread'],07:30 - 18:00,,1,40,"[['worth'], ['delicious'], ['lovely'], ['good_service'], ['good_service']]",0,0,True,True,,False,,,
Ninecool Coffee & Cake (Ninecool Coffee & Cake),4.2,33,"['Fang', 'Chotana_Rd']",['No bakery related menu'],08:00 - 18:00,,1,40,"[['unlovely'], ['delicious'], ['unlovely'], ['reasonable_price'], ['attentive'], ['delicious'], ['delicious'], ['delicious'], ['delicious'], ['delicious'], ['soft'], ['beautiful'], ['delicious'], ['good_quality'], ['tasty', 'delicious'], ['beautiful', 'lovely'], ['worth'], ['good_service'], ['soft'], ['fragrant'], ['fragrant'], ['fragrant'], ['fragrant'], ['delicious'], ['worth'], ['fragrant'], ['worth'], ['fragrant'], ['delicious'], ['delicious'], ['fragrant'], ['fragrant'], ['delicious'], ['delicious'], ['soft'], ['fragrant'], ['delicious'], ['worth'], ['soft'], ['fragrant'], ['fragrant'], ['delicious'], ['worth'], ['soft'], ['fragrant'], ['fragrant'], ['delicious', 'soft', 'fragrant'], ['worth'], ['fragrant'], ['fragrant'], ['soft'], ['fragrant'], ['fragrant'], ['soft'], ['fragrant'], ['fragrant'], ['fragrant'], ['soft'], ['fragrant'], ['delicious'], ['soft', 'fragrant'], ['delicious'], ['soft'], ['fragrant'], ['fragrant'], ['delicious', 'soft'], ['fragrant'], ['worth'], ['worth'], ['delicious'], ['good_service'], ['enjoyable'], ['worth'], ['delicious'], ['adorable', 'inexpensive'], ['delicious'], ['soft'], ['delicious'], ['delicious'], ['delicious'], ['good_quality'], ['good_service'], ['good_quality'], ['attentive'], ['attentive'], ['fresh'], ['delicious'], ['delicious'], ['fresh'], ['attentive'], ['delicious'], ['delicious'], ['attentive'], ['fresh'], ['fresh', 'fragrant'], ['good_atmosphere', 'beautiful'], ['soft'], ['delicious'], ['good_atmosphere'], ['worth'], ['adorable'], ['delicious'], ['delicious'], ['delicious'], ['soft'], ['delicious'], ['fragrant'], ['soft'], ['worth'], ['attentive']]",0,0,True,True,False,False,,True,True
Minihana,3.8,4,['Mueang_Chiang_Mai'],['No bakery related menu'],08:00 - 17:00,,1,,"[['good_atmosphere'], ['attentive'], ['enjoyable'], ['delicious'], ['good_service'], ['beautiful'], ['good_service'], ['soft'], ['delicious'], ['good_service']]",0,0,True,,,,,,
Nebaker cafe,4.0,5,['Other'],['No bakery related menu'],09:00 - 17:00,08:00 - 17:00,1,10,"[['good_atmosphere'], ['good_service'], ['attentive'], ['fragrant']]",0,0,True,True,True,False,True,True,True
