name,url
Origin cafe' chiangmai,/restaurants/208921Ur-origin-cafe-chiangmai?_st=cD04OTtiPTIwODkyMTthZD1mYWxzZTt0PTE2ODUxOTM3NDM5NzQ7cmk9MVg3YWtLdmc0T0Fsd1lIUXVnd05LcUo3bGNxaTFLO2k9MVg3MERlaEdhcXQ2ZWpMZWp3QU9KVEg2M05HVXN2O3dyZWY9c3I7
คุ้มสะเมิง,/restaurants/265925nD-%E0%B8%84%E0%B8%B8%E0%B9%89%E0%B8%A1%E0%B8%AA%E0%B8%B0%E0%B9%80%E0%B8%A1%E0%B8%B4%E0%B8%87?_st=cD05MjtiPTI2NTkyNTthZD1mYWxzZTt0PTE2ODUxOTM3NDM5Nzg7cmk9MVg3YWtLdmc1eVAzOVZ1UEEwaE04SUUyc0pHUTVoO2k9MVg3MERlaEdhcXQ2ZWpMZWp3QU9KVEg2M05HVXN2O3dyZWY9c3I7
Marocchino,/restaurants/marocchino-chiangmai?_st=cD05MztiPTIzMzExNzthZD1mYWxzZTt0PTE2ODUxOTM3NDM5ODA7cmk9MVg3YWtLdmcxRFJRdURNNVFrQWtsM3Z6ZWh2Yk80O2k9MVg3MERlaEdhcXQ2ZWpMZWp3QU9KVEg2M05HVXN2O3dyZWY9c3I7
Mum Milk & Bakery,/restaurants/215258Mr-mum-milk-bakery?_st=cD05NDtiPTIxNTI1ODthZD1mYWxzZTt0PTE2ODUxOTM3NDM5ODA7cmk9MVg3YWtLdmc0REVzbmpMRjhVaW5idDc4d2lsa0RnO2k9MVg3MERlaEdhcXQ2ZWpMZWp3QU9KVEg2M05HVXN2O3dyZWY9c3I7
Muffin Coffee Stand,/restaurants/160322PZ-muffin-coffee-stand?_st=cD05NTtiPTE2MDMyMjthZD1mYWxzZTt0PTE2ODUxOTM3NDM5ODA7cmk9MVg3YWtLdmcyUkx4YnBTaGxnRFJjZ3J0TlRXNnRLO2k9MVg3MERlaEdhcXQ2ZWpMZWp3QU9KVEg2M05HVXN2O3dyZWY9c3I7
ท๊อปโดนัดเค้ก,/restaurants/706620it-%E0%B8%97%E0%B9%8A%E0%B8%AD%E0%B8%9B%E0%B9%82%E0%B8%94%E0%B8%99%E0%B8%B1%E0%B8%94%E0%B9%80%E0%B8%84%E0%B9%89%E0%B8%81?_st=cD05NztiPTcwNjYyMDthZD1mYWxzZTt0PTE2ODUxOTM3NDM5ODE7cmk9MVg3YWtLdmczamowd295NmZWazduUmV1REs5QVhtO2k9MVg3MERlaEdhcXQ2ZWpMZWp3QU9KVEg2M05HVXN2O3dyZWY9c3I7
นิลุบล บ้านขนมอร่อย,/restaurants/138005aj-%E0%B8%99%E0%B8%B4%E0%B8%A5%E0%B8%B8%E0%B8%9A%E0%B8%A5-%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%82%E0%B8%99%E0%B8%A1%E0%B8%AD%E0%B8%A3%E0%B9%88%E0%B8%AD%E0%B8%A2?_st=cD05ODtiPTEzODAwNTthZD1mYWxzZTt0PTE2ODUxOTM3NDM5ODM7cmk9MVg3YWtLdmcxN2pOcmJEUXJVTUxUNndTMWV4bnQ0O2k9MVg3MERlaEdhcXQ2ZWpMZWp3QU9KVEg2M05HVXN2O3dyZWY9c3I7
อาหารตามสั่ง  by มุมอร่อย ,/restaurants/1612078Rj-%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%95%E0%B8%B2%E0%B8%A1%E0%B8%AA%E0%B8%B1%E0%B9%88%E0%B8%87-by-%E0%B8%A1%E0%B8%B8%E0%B8%A1%E0%B8%AD%E0%B8%A3%E0%B9%88%E0%B8%AD%E0%B8%A2-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%95%E0%B8%B9%E0%B8%8A%E0%B9%89%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%9C%E0%B8%B7%E0%B8%AD%E0%B8%81?_st=cD05OTtiPTE2MTIwNzg7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQzOTgzO3JpPTFYN2FrS3ZnNDRHaktZWGNOazR5MkcyWUxCdDhkbztpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
Fuku Cafe,/restaurants/323861ja-fuku-cafe?_st=cD0xMDA7Yj0zMjM4NjE7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQzOTg0O3JpPTFYN2FrS3ZnNkZKN2dvYXpXOEF0VVdGdFRoUExCRDtpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
ปังต้าวก้อน - ขนมปังปิ้ง & ปังเย็น,/restaurants/1092433WR-%E0%B8%9B%E0%B8%B1%E0%B8%87%E0%B8%95%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%81%E0%B9%89%E0%B8%AD%E0%B8%99-%E0%B8%82%E0%B8%99%E0%B8%A1%E0%B8%9B%E0%B8%B1%E0%B8%87%E0%B8%9B%E0%B8%B4%E0%B9%89%E0%B8%87-%E0%B8%9B%E0%B8%B1%E0%B8%87%E0%B9%80%E0%B8%A2%E0%B9%87%E0%B8%99-%E0%B8%8A%E0%B9%89%E0%B8%B2%E0%B8%87%E0%B8%A1%E0%B9%88%E0%B8%AD%E0%B8%A2?_st=cD0xMDE7Yj0xMDkyNDMzO2FkPWZhbHNlO3Q9MTY4NTE5Mzc0Mzk4NDtyaT0xWDdha0t2ZzJtb0dYMW9yVVJNTE5UUkMzMVhadTM7aT0xWDcwRGVoR2FxdDZlakxlandBT0pUSDYzTkdVc3Y7d3JlZj1zcjs%3D
Hippocino Cafe,/restaurants/1661844TA-hippocino-cafe-%E0%B8%8A%E0%B9%89%E0%B8%B2%E0%B8%87%E0%B8%84%E0%B8%A5%E0%B8%B2%E0%B8%99?_st=cD0xMDI7Yj0xNjYxODQ0O2FkPWZhbHNlO3Q9MTY4NTE5Mzc0Mzk4NDtyaT0xWDdha0t2ZzJUYjBaU0VMZng3cTZzREVJNHdMNUc7aT0xWDcwRGVoR2FxdDZlakxlandBT0pUSDYzTkdVc3Y7d3JlZj1zcjs%3D
Dixie Rosemallow Coffee,/restaurants/183048Rn-dixie-rosemallow-coffee?_st=cD0xMDM7Yj0xODMwNDg7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQzOTg0O3JpPTFYN2FrS3ZnN3JUd3FPMDlIZ0g0cGJaNzdNSFJaWjtpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
ขนมปังนายผัก,/restaurants/296823FZ-%E0%B8%82%E0%B8%99%E0%B8%A1%E0%B8%9B%E0%B8%B1%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B8%9C%E0%B8%B1%E0%B8%81?_st=cD0xMDQ7Yj0yOTY4MjM7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQzOTg1O3JpPTFYN2FrS3ZnMzR6b2lFUWZEalR3dlowNkhyU21wMTtpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
แอล เอสเพรสโซ คาเฟ่,/restaurants/491431lV-%E0%B9%81%E0%B8%AD%E0%B8%A5-%E0%B9%80%E0%B8%AD%E0%B8%AA%E0%B9%80%E0%B8%9E%E0%B8%A3%E0%B8%AA%E0%B9%82%E0%B8%8B-%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88?_st=cD0xMDU7Yj00OTE0MzE7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQzOTg2O3JpPTFYN2FrS3ZnMUloa0xGSlVLcEhJZjRYRVEwTm1xMjtpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
ปังอินดี้,/restaurants/195384nF-%E0%B8%9B%E0%B8%B1%E0%B8%87%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B8%94%E0%B8%B5%E0%B9%89?_st=cD0xMDY7Yj0xOTUzODQ7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQzOTg3O3JpPTFYN2FrS3ZnMzdEMDB6d1czcXJwSGFEZUV3WUFtOTtpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
ครัวสามใบเถา,/restaurants/1720375qi-%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%AA%E0%B8%B2%E0%B8%A1%E0%B9%83%E0%B8%9A%E0%B9%80%E0%B8%96%E0%B8%B2?_st=cD0xMDc7Yj0xNzIwMzc1O2FkPWZhbHNlO3Q9MTY4NTE5Mzc0Mzk4NztyaT0xWDdha0t2ZzVnR2pDMXVkUkJKZ2xqdFlneXJ5ZEM7aT0xWDcwRGVoR2FxdDZlakxlandBT0pUSDYzTkdVc3Y7d3JlZj1zcjs%3D
ครอฟเฟิล&วาฟเฟิลมินิมิอายด์,/restaurants/2072265sp-%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%9F%E0%B9%80%E0%B8%9F%E0%B8%B4%E0%B8%A5-%E0%B8%A7%E0%B8%B2%E0%B8%9F%E0%B9%80%E0%B8%9F%E0%B8%B4%E0%B8%A5%E0%B8%A1%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%A1%E0%B8%B4%E0%B8%AD%E0%B8%B2%E0%B8%A2%E0%B8%94%E0%B9%8C?_st=cD0xMDg7Yj0yMDcyMjY1O2FkPWZhbHNlO3Q9MTY4NTE5Mzc0Mzk4NztyaT0xWDdha0t2ZzI1RFlkUTliRnh5dVpzNEVpV1kxSjk7aT0xWDcwRGVoR2FxdDZlakxlandBT0pUSDYzTkdVc3Y7d3JlZj1zcjs%3D
Kannatcha Bakery,/restaurants/591213ZC-kannatcha-bakery-%E0%B8%9F%E0%B9%89%E0%B8%B2%E0%B8%AE%E0%B9%88%E0%B8%B2%E0%B8%A1?_st=cD0xMDk7Yj01OTEyMTM7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQzOTg3O3JpPTFYN2FrS3ZnMXMxaGowRHAzVmg5NFNSQjR1MEpETztpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
JJ CAFE -FRESH COFFEE & CAR WASH-,/restaurants/581972hH-jj-cafe-fresh-coffee-car-wash?_st=cD0xMTA7Yj01ODE5NzI7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQzOTg4O3JpPTFYN2FrS3ZnNUQ4ZnVwNU1zOFNhTjZpYllTbWEwbTtpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
Coffee By Aitsara,/restaurants/184022oM-coffee-by-aitsara?_st=cD0xMTE7Yj0xODQwMjI7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQzOTg4O3JpPTFYN2FrS3ZnNXZFcmxLbE8wNHZBU2hvTlVkZUpMMDtpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
Café Amazon - SD3362,/restaurants/495851RH-caf%C3%A9-amazon-sd3362-%E0%B8%96%E0%B8%99%E0%B8%99%E0%B8%8A%E0%B9%89%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%9C%E0%B8%B7%E0%B8%AD%E0%B8%81?_st=cD0xMTI7Yj00OTU4NTE7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQzOTg4O3JpPTFYN2FrS3ZnNXdXMTN6Z3AzSDQ3Mm51dTd1YVB3VztpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
Mokaru Choux,/restaurants/1665597qg-mokaru-choux-central-chiangmai-airport-%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99-g-%E0%B8%9D%E0%B8%B1%E0%B9%88%E0%B8%87%E0%B9%82%E0%B8%A3%E0%B8%9A%E0%B8%B4%E0%B8%99%E0%B8%AA%E0%B8%B1%E0%B8%99-%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%9A%E0%B8%B1%E0%B8%99%E0%B9%84%E0%B8%94%E0%B9%80%E0%B8%A5%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%99%E0%B8%82%E0%B8%B2%E0%B8%A5%E0%B8%87-%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AA%E0%B8%B5%E0%B8%82%E0%B8%B2%E0%B8%A7?_st=cD0xMTM7Yj0xNjY1NTk3O2FkPWZhbHNlO3Q9MTY4NTE5Mzc0Mzk4OTtyaT0xWDdha0t2ZzNYdzhWTTF0NTdLM1NMMWdLUWdXc1k7aT0xWDcwRGVoR2FxdDZlakxlandBT0pUSDYzTkdVc3Y7d3JlZj1zcjs%3D
Simply.cup,/restaurants/287891hq-simply-cup?_st=cD0xMTQ7Yj0yODc4OTE7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQzOTkxO3JpPTFYN2FrS3ZnNFZvZ1lmcDZSRmFDNFJKVnVIRzNQTjtpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
มิสซิสไอซี่ ดีกรีพอยท์,/restaurants/96966DV-%E0%B8%A1%E0%B8%B4%E0%B8%AA%E0%B8%8B%E0%B8%B4%E0%B8%AA%E0%B9%84%E0%B8%AD%E0%B8%8B%E0%B8%B5%E0%B9%88-%E0%B8%94%E0%B8%B5%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%9E%E0%B8%AD%E0%B8%A2%E0%B8%97%E0%B9%8C?_st=cD0xMTU7Yj05Njk2NjthZD1mYWxzZTt0PTE2ODUxOTM3NDM5OTM7cmk9MVg3YWtLdmcwdkF3d2dNaGhxM0RYUklEUm81QURoO2k9MVg3MERlaEdhcXQ2ZWpMZWp3QU9KVEg2M05HVXN2O3dyZWY9c3I7
อบอวล เชียงใหม่ aobauan.cnx,/restaurants/2127455aV-%E0%B8%AD%E0%B8%9A%E0%B8%AD%E0%B8%A7%E0%B8%A5-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88-aobauan-cnx?_st=cD0xMTY7Yj0yMTI3NDU1O2FkPWZhbHNlO3Q9MTY4NTE5Mzc0Mzk5MztyaT0xWDdha0t2ZzNWZW9HNm9hZkJ4NHU0N1ZWTWZodlQ7aT0xWDcwRGVoR2FxdDZlakxlandBT0pUSDYzTkdVc3Y7d3JlZj1zcjs%3D
กาแฟบ้านช่าง,/restaurants/1643355yI-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%8A%E0%B9%88%E0%B8%B2%E0%B8%87?_st=cD0xMTc7Yj0xNjQzMzU1O2FkPWZhbHNlO3Q9MTY4NTE5Mzc0Mzk5NDtyaT0xWDdha0t2Zzc0Z0YwYnRKdmh4akl4UEN6ekoydW47aT0xWDcwRGVoR2FxdDZlakxlandBT0pUSDYzTkdVc3Y7d3JlZj1zcjs%3D
The Sweet เดอะ สวีท,/restaurants/1507806vu-the-sweet-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0-%E0%B8%AA%E0%B8%A7%E0%B8%B5%E0%B8%97?_st=cD0xMTg7Yj0xNTA3ODA2O2FkPWZhbHNlO3Q9MTY4NTE5Mzc0Mzk5NDtyaT0xWDdha0t2ZzdIZUlad1p2aU1vZkpYQ2lUWjh3Tm87aT0xWDcwRGVoR2FxdDZlakxlandBT0pUSDYzTkdVc3Y7d3JlZj1zcjs%3D
Drupe  Manual Coffee &Toast,/restaurants/468546vq-drupe-manual-coffee-toast?_st=cD0xMTk7Yj00Njg1NDY7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQzOTk0O3JpPTFYN2FrS3ZnNlBDSldhQU15elBjTDJUeDJGYUw3SztpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
The Coffee Work,/restaurants/191894Ke-the-coffee-work?_st=cD0xMjA7Yj0xOTE4OTQ7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQzOTk1O3JpPTFYN2FrS3ZnMm8xeml4VHA0OTR6ektxTmFRSnlROTtpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
Triple R home cafe,/restaurants/537496gV-triple-r-home-cafe?_st=cD0xMjE7Yj01Mzc0OTY7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQzOTk1O3JpPTFYN2FrS3ZnNkpMczQ5UDZmUUFnampOakk4MHV4djtpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
Suntony Cafe @ R1,/restaurants/1589160NI-suntony-cafe-r1-r1-%E0%B8%94%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%83%E0%B8%99%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B9%81%E0%B8%A3%E0%B8%A1?_st=cD0xMjI7Yj0xNTg5MTYwO2FkPWZhbHNlO3Q9MTY4NTE5Mzc0Mzk5NjtyaT0xWDdha0t2ZzNaaVNtS25SY2d3TmVVWk92a01iajA7aT0xWDcwRGVoR2FxdDZlakxlandBT0pUSDYzTkdVc3Y7d3JlZj1zcjs%3D
คอฟฟี่ซาวด์ 2499,/restaurants/35740sd-%E0%B8%84%E0%B8%AD%E0%B8%9F%E0%B8%9F%E0%B8%B5%E0%B9%88%E0%B8%8B%E0%B8%B2%E0%B8%A7%E0%B8%94%E0%B9%8C-2499?_st=cD0xMjM7Yj0zNTc0MDthZD1mYWxzZTt0PTE2ODUxOTM3NDM5OTY7cmk9MVg3YWtLdmc3YVhZS1hLbjM2aExBQXg2aDBDbWpYO2k9MVg3MERlaEdhcXQ2ZWpMZWp3QU9KVEg2M05HVXN2O3dyZWY9c3I7
Kopi Gusto,/restaurants/146865zE-kopi-gusto?_st=cD0xMjQ7Yj0xNDY4NjU7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQzOTk2O3JpPTFYN2FrS3ZnNE4wcnBqMUNZMmtEZVZYZ082b1FwbTtpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
🫗คาเฟอีน คาเฟ่ (กาแฟสดแยกลิขิตชีวัน),/restaurants/1871478xj-%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B8%AD%E0%B8%B5%E0%B8%99-%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%AA%E0%B8%94%E0%B9%81%E0%B8%A2%E0%B8%81%E0%B8%A5%E0%B8%B4%E0%B8%82%E0%B8%B4%E0%B8%95%E0%B8%8A%E0%B8%B5%E0%B8%A7%E0%B8%B1%E0%B8%99?_st=cD0xMjU7Yj0xODcxNDc4O2FkPWZhbHNlO3Q9MTY4NTE5Mzc0Mzk5ODtyaT0xWDdha0t2Zzdxbk56cVdQR0c3UFlCb3kwMkM3T2U7aT0xWDcwRGVoR2FxdDZlakxlandBT0pUSDYzTkdVc3Y7d3JlZj1zcjs%3D
Wake Up Coffee,/restaurants/258373jz-wake-up-coffee-%E0%B8%AA%E0%B8%99%E0%B8%B2%E0%B8%A1%E0%B8%9A%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88?_st=cD0xMjY7Yj0yNTgzNzM7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQzOTk4O3JpPTFYN2FrS3ZnM2NRaWZLSkIzTVl5Y0I5UVJSM0NmbDtpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
มัฟฟิน เฮาส์,/restaurants/380028mH-%E0%B8%A1%E0%B8%B1%E0%B8%9F%E0%B8%9F%E0%B8%B4%E0%B8%99-%E0%B9%80%E0%B8%AE%E0%B8%B2%E0%B8%AA%E0%B9%8C-%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%AD%E0%B8%99%E0%B8%B8%E0%B8%AA%E0%B8%B2%E0%B8%A3?_st=cD0xMjc7Yj0zODAwMjg7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQzOTk4O3JpPTFYN2FrS3ZnNnExUjlhc1pzMlh3YmIyUUFJYmFlTztpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
Hueanpor Coffee,/restaurants/356675wK-hueanpor-coffee?_st=cD0xMjg7Yj0zNTY2NzU7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQzOTk5O3JpPTFYN2FrS3ZnM0VQb1BKdnZ1S1JnWEowZDVEMUxLSztpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
Queens Daily Delicious,/restaurants/243969mO-queens-daily-delicious?_st=cD0xMjk7Yj0yNDM5Njk7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQ0MDAxO3JpPTFYN2FrS3ZnNXlMSHhoZXJ4Ulo2eWpDbG9Cb0FwVDtpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
อ้วนกลมอาหารตามสั่ง,/restaurants/1103760LA-%E0%B8%AD%E0%B9%89%E0%B8%A7%E0%B8%99%E0%B8%81%E0%B8%A5%E0%B8%A1%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%95%E0%B8%B2%E0%B8%A1%E0%B8%AA%E0%B8%B1%E0%B9%88%E0%B8%87?_st=cD0xMzA7Yj0xMTAzNzYwO2FkPWZhbHNlO3Q9MTY4NTE5Mzc0NDAwMTtyaT0xWDdha0t2ZzRaSVJJVFpGMnY2eDJJTHdkQjU0a2Y7aT0xWDcwRGVoR2FxdDZlakxlandBT0pUSDYzTkdVc3Y7d3JlZj1zcjs%3D
เครปคุณชาย&โตเกียวครอฟเฟิล,/restaurants/1430222nX-%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%9B%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%8A%E0%B8%B2%E0%B8%A2-%E0%B9%82%E0%B8%95%E0%B9%80%E0%B8%81%E0%B8%B5%E0%B8%A2%E0%B8%A7%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%9F%E0%B9%80%E0%B8%9F%E0%B8%B4%E0%B8%A5?_st=cD0xMzE7Yj0xNDMwMjIyO2FkPWZhbHNlO3Q9MTY4NTE5Mzc0NDAwMjtyaT0xWDdha0t2ZzNieHZOaGlCZUtPY1VXa3NESkg5enk7aT0xWDcwRGVoR2FxdDZlakxlandBT0pUSDYzTkdVc3Y7d3JlZj1zcjs%3D
S Dessert and Cafe,/restaurants/356829oA-s-dessert-and-cafe?_st=cD0xMzI7Yj0zNTY4Mjk7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQ0MDAyO3JpPTFYN2FrS3ZnMGZ5d2lzNmhGcjZnelA0Ynd5TDVMcztpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
Pran 17 Café,/restaurants/497237nQ-pran-17-caf%C3%A9?_st=cD0xMzM7Yj00OTcyMzc7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQ0MDAyO3JpPTFYN2FrS3ZnNWFESDVDcHV0YkVKM1ByVFFNaUtiYztpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
เค้กบ้านเจน 99 สาขาหนองหอย,/restaurants/1230203Iw-%E0%B9%80%E0%B8%84%E0%B9%89%E0%B8%81%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%88%E0%B8%99-99-%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%AD%E0%B8%A2?_st=cD0xMzQ7Yj0xMjMwMjAzO2FkPWZhbHNlO3Q9MTY4NTE5Mzc0NDAwMztyaT0xWDdha0t2ZzYzbFdRcXBQeHJjT2dWMVExMU9GYjE7aT0xWDcwRGVoR2FxdDZlakxlandBT0pUSDYzTkdVc3Y7d3JlZj1zcjs%3D
สวีทโฮม,/restaurants/1341843Zg-%E0%B8%AA%E0%B8%A7%E0%B8%B5%E0%B8%97%E0%B9%82%E0%B8%AE%E0%B8%A1?_st=cD0xMzU7Yj0xMzQxODQzO2FkPWZhbHNlO3Q9MTY4NTE5Mzc0NDAwMztyaT0xWDdha0t2ZzRDSmZlQUxLMENPZTZVcUphNlNTaG47aT0xWDcwRGVoR2FxdDZlakxlandBT0pUSDYzTkdVc3Y7d3JlZj1zcjs%3D
ปังปิ้งลุงไข่,/restaurants/302241XD-%E0%B8%9B%E0%B8%B1%E0%B8%87%E0%B8%9B%E0%B8%B4%E0%B9%89%E0%B8%87%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B9%84%E0%B8%82%E0%B9%88?_st=cD0xMzY7Yj0zMDIyNDE7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQ0MDA0O3JpPTFYN2FrS3ZnMTdhbWtYQk1iUmo4NGNlVEdLWkxmMTtpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
Wangwela Cafe& restaurant วางเวฬา,/restaurants/1683619uV-wangwela-cafe-restaurant-%E0%B8%A7%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%A7%E0%B8%AC%E0%B8%B2?_st=cD0xMzc7Yj0xNjgzNjE5O2FkPWZhbHNlO3Q9MTY4NTE5Mzc0NDAwNDtyaT0xWDdha0t2ZzBtY3o5a3NaR0dYYlZOZWFVSE1uNDc7aT0xWDcwRGVoR2FxdDZlakxlandBT0pUSDYzTkdVc3Y7d3JlZj1zcjs%3D
Sweet Cup Coffee House,/restaurants/149805Cj-sweet-cup-coffee-house?_st=cD0xMzg7Yj0xNDk4MDU7YWQ9ZmFsc2U7dD0xNjg1MTkzNzQ0MDA0O3JpPTFYN2FrS3ZnODJNS1BIdURVY3JYYTU1ZkFYRWZqRTtpPTFYNzBEZWhHYXF0NmVqTGVqd0FPSlRINjNOR1Vzdjt3cmVmPXNyOw%3D%3D
